courseId,id,title,titleDescription,owner,ownerDescription,videoLength,students
A85,59eaaaa5ed6610001e82e1ba,免批卡免出國，也能日本代購批貨,日本代購批貨課程，教你如何經營日本代購，並取得日貨的批發資格。掌握日本代購的供應商和日貨商品的批發來源，適合網拍、實體店面經營者，或從事中盤批發，甚至是想增加額外收入的你。,Joanna＆Alan,"【分享所學．傳遞價值．幫助你找回初衷】
期盼能啟發你的內在智慧，讓你重新定義「生活」與「工作」，臣服於自己，開闊屬於你的人生版圖，讓生命有更多更多的可能性 : )",6817,949
A86,59c688e3757b61001eea421f,Python 推薦系統入門: 打造令人上癮的產品,"本門課為 Python 推薦系統入門課程，主要分為三大部分
1. 介紹推薦系統實際商業應用
2. 學習推薦系統原理（協同過濾、矩陣分解、機器學習、深度學習）
3. 使用 Python 打造推薦系統
幫助想了解推薦系統的學生或是產品經理，能夠在短時間內系統性地學習推薦系統全面知識。

機器學習、深度學習已經運用在各領域如影像辨識、文字/語音處理等領域並取得很大的成就。
推薦系統也是其中一個成長非常快速的領域，目前市面上的中文學習資源並不多，當初我自己在學習時也遇到很多坑，因此希望這門課能幫助許多的人快速理解推薦系統的全貌。",James,James，畢業於台灣大學電機所電腦科學組，曾擔任台積電資料科學家，協助使用生產數據提升iPhone8 10奈米晶片製造的良率以及在 Yahoo! 擔任軟體工程師，協助開發熱門關鍵字以及 DSP 廣告平台功能。目前在 Dcard 擔任機器學習工程師，負責廣告推薦系統。,17681,207
A87,598b01e6891876070047423a,MATLAB 音訊處理入門 - 專屬語音助理,給程式初心者的實作課程，從無到有，學用MATLAB製作聲控遊戲！只要掌握這門課的內容，就能移植至任意平台實現。,Jarvus Chen,AI工程師，擅長音訊處理、影像處理、數據分析和機器學習等演算法。經營「賈維斯的智慧工坊」部落格，認為人工智慧將會改變人類的生活方式。曾開發多項「軟體即服務」(SaaS)，使用人數超過千人。,28244,125
A88,595f5423ede9500700e614fc,程式交易極速上手！用 Eleader 30 秒寫策略,"大部分人高估程式交易的短期利益，卻低估了長期的驚人收益。
本課程解析、驗證、簡化K線戰法，依據歷史資料設計程式策略→制訂交易行動計畫，將股票、期貨投資一次搞定。
本課程使用最容易上手的程式交易軟體Eleader加以驗證。",王為孝,"期貨分析師，中央大學產業經濟研究所畢業。我在期貨公司已任職超過16年，舉辦【程式交易講座】超過12年，已 5,000人以上親身體會。",21899,109
A89,594cdd6813cd3807002283a9,進入比特幣世界 - 比 99% 的人更懂它！,比特幣 bitcoin 課程，帶你理解比特幣的價值與運作原理。課程將教你認識加密貨幣資產，如何看懂區塊鏈帳冊，並解釋以太坊、智能合約等專有名詞。即使沒有深厚的技術背景，也能透過課程更加認識比特幣。,張永森,追求樂趣，奉行自由生活、自由工作、自由玩樂的理念。從事軟體開發十數年，曾在公私立大學及民間機構擔任講師，目前投身於加密貨幣與區塊鏈的推廣。,17734,1481
A90,60792ff52a7cba4f4538d96a,踏出程式新手村！掌握敏捷式軟體開發流程,這堂課的目標就是要帶著有程式基礎的同學了解軟體開發的流程，將自己的思維從單純的「寫程式」進階到「軟體開發」。,李書宇,"Jimmy 李書宇
▸ 現任 AWS 軟體工程師 
▸ 杜克大學 Computer Engineering 碩士畢業

講師目前於 Amazon Web Service (AWS) 擔任軟體工程師，杜克大學 Computer Engineering 碩士畢業。在軟體工程與資料科學的領域都有豐富的專案經驗，也曾在數個 consulting program 中為企業提供市場策略建議與競爭對手分析。

個人 Linkedin 頁面：https://www.linkedin.com/in/jimmyleeshuyu/",26325,188
A91,60bf10c4429bc72a4a5638a9,Python 資料視覺化入門：讓圖說出好故事,「一張好的圖，勝過千言萬語」，當我們想要呈現資料背後的故事和意義時，相較於文字的描述，一張良好的視覺化更加令人印象深刻！現今的圖表製作工具種類繁多，為何要選擇 Python？因為 Python 的資料視覺化工具功能強大，可以充分滿足您的各種視覺化需求，而且語法簡潔、好用易學習！這門課程將以豐富的實作示範帶您上手使用 Python 製作各種實用的圖表、熟悉資料視覺化必備的基礎知識，並認識良好的視覺化設計準則，讓您學會如何製作出能說出好故事的圖！,補根課程 Burgeoning Course,補根課程的創立目的是提供紮實的專業課程，使在職人士、研究人員能透過修習我們的線上課程建立起良好的根基，在職場上或學術研究上有所突破與發展。,37689,144
A92,5e7a1ead9c4b140023a8536f,職場人必學的商業分析術,帶你學會產品與服務開發以及專案前中後期所需要的商業分析，包括數據收集與分析，運營企劃書提案，利害人關係分析，溝通協調心法，解決方案評估，需求導出的方法，建立流程模型與需求書等。這堂課不只是商業分析，其應用範圍更是與「軟體開發流程、需求分析與企業數位化息息相關」不管你是業務單位需要接觸到數位化或資訊相關單位想進一步了解如何有系統採集各業務部需求都可以一窺分析全貌。,Monica,大家好，我是Monica，簡莘怡。政治大學商學院畢業，在號稱歐洲矽谷的倫敦擔任商業分析顧問同時也是一名專案管理師，在過去的十年間，帶領過歐美眾多知名公司進行各種專案管理與商業分析。,27908,692
A93,5e64bb261c966500239069f9,打造動態報表！雲端 Python 爬蟲資料流,學完本課程後，你將有能力獨自從 Python 爬蟲的開發，進入到利用雲端系統自動化的更新資料，並產出獨一無二的動態視覺化報表，真正掌握“資料到產品”的完整流程！,Danny,現任 QSearch 資料工程師，擁有 Google 雲端架構師證照，負責設計與開發公司內大型社群媒體的雲端爬蟲系統；Newsurvey程式工作坊講師，從2016年至今已開授超過四十堂課程，曾受邀台灣大學、中央大學課程演講，並為推動數位化轉型的知名媒體例如中央社、天下雜誌等，提供客製化的 Python 資料科學課程，進行實體小班互動教學。,19093,640
A94,62272cd87f787a0006bed063,你必知的 LINE 鐵粉行銷術 ：打造專屬你的私域流量池,"你是不是曾經遇到以下問題：
1、利潤都被廣告費吃光光，不投廣告又沒業績
2、沒有建立顧客管理系統，無法將曾消費過的客戶變成回頭客
3、實體店面深受疫情影響，總是苦苦等不到客人
4、想要讓老客戶為你轉介紹新客戶，但是缺乏好用的支援工具
那你需要：不花廣告費也能變現的《LINE 鐵粉行銷術》，為你打造專屬你的會員私域流量池！！",賴懂,"我是賴懂，對LINE有點懂。在中國七年我協助多位台商運用微信創造6千多萬營收。
回台後我拿到LINE官方帳號專家。我發現透過LINE官方帳號，讓我們直接做好顧客管理，行銷，轉介紹。
公開課程官方帳號吸粉設計學員超過500人次，講座課程超過100場。
包含美業、保險直銷、餐飲業、教育培訓業...等。",17855,142
A95,62065bffddf07c0006dd3a00,空姐報報帶你快速通關！應考空服員全方位指南,"這門課程中，將教授航空公司考試達人的應考秘訣，絕不藏私一次公開。
課程內容包含最新空服員應試關卡，以及狀況與特殊考題，內容適用國內外各大航空公司。
從基本應試配備、服裝儀容、履歷準備、中英文自傳、筆試及中英文面試、空服員應考常見Q&A、各家航空考試流程表等，讓你第一次應考就上手。
本課程是「麻雀空姐的鳳凰搖籃」，學完之後可以幫助學員，一舉考上理想中的航空公司。",Emily,經營IG與FB的空姐報報EmilyPost，Emily報報Podcast節目主持人。曾任職國泰與阿聯酋航空，擁有10年飛行經驗以及超過5000人的航空面試10年教學經驗,10359,382
A96,61f0e4e070edf400061f9042,出國留學全攻略：Sonny&翊婷帶你一圓留學夢,顧問經驗豐富的 Sonny 和翊婷為台灣同學量身定做的「留學準備課程」，從自我檢測、校系選擇、文件撰寫與繳交、到出國前的準備，手把手帶你走過每一道程序，幫你順利錄取理想學校，一圓出國留學夢！,Sonny&翊婷,Sonny 老師為師大翻譯所博士、美國 UCLA 訪問學者、炙星股份有限公司國際長，十年來不遺餘力協助超過 700 位台灣產業人才赴海外進修，亦致力於企業語言訓練，以貼近實境的教法提升台灣同學國際溝通力，曾開設過  10  種以上的語言及翻譯訓練課程，並譯有《英文寫作聖經》（The Elements of Style）等十餘本知名譯作，擔綱中外導演影視交流、全球熱愛生命獎章外賓接待會、2017 年台北世大運會議等國際場合的中英口譯工作。翊婷老師為哈佛大學甘迺迪學院研究生，曾任職於總統府、國安會，擁有多年英美大學申請及留學諮詢經驗，目前聚焦於外交及科技政策研究，希望能透過經驗分享及授課，幫助更多想出國留學的人圓夢！,9271,163
A97,61adc65e550b210006cc39f2,熱門濾鏡這樣做！小余太太的 Lightroom 不藏私教學,"想學調色不知道如何下手？網路教學百百種，怎麼樣才算是真正受用？
修圖與調色並不是套個濾鏡這麼簡單，從基礎工具操作到後期氛圍的營造，以及最重要的調色原理與觀念，本課程我將會一步步帶著各位學習。",app_what_i_use,小余太太，經營 Instagram「app_what_i_use」，致力於分享調色心法、好用手機拍照、濾鏡 App 分享與 Lightroom App 教學，製作分享數百種色調。,14256,329
A98,61852baeb7fe1c0006800660,療癒動物似顏繪：提升插畫魅力的風格提煉術！,"你是不是也常臣服於喵星人、汪星人和各種動物的魅力，想畫下牠們迷人的模樣呢？
只要透過課程中的示範解析，加上一步步努力練習，就可以學會呈現毛小孩特色的基本技巧。而要超越單純的描繪，打動人心，更需要的是說故事的能力。本課程將分享老師常用讓畫面產生敘事性、造型更吸引人的幾種手法，拆解本身最具代表性的案例，分析過程中是如何思考細節，才得以提煉出富有意境的畫風。從畫龍點睛的小道具、超現實的變化，到個性更鮮明、趣味性更高的設計等，藉由著重於構思層面的探討，讓大家都能進一步創作出萌度不斷升級、甜度自由調整的 Ｑ 版和擬人等不同風格的動物插畫！",Lipei Huang,"紐約視覺藝術學院插畫研究所畢業。繪本《永遠》、《安靜也可以美麗》作者。擅長迷路，育有一犬。

合作客戶包括 AVEDA、MEIER.Q、親子天下、和英文化、青林國際出版、皇冠出版、玉山社、尖端出版、慢工出版、Verse雜誌、大誌雜誌、星巴克咖啡星聞、關鍵評論網、紀州庵文學森林、新竹鐵道藝術村、公視台語台、金曲獎等。",11167,334
A99,6184ace6b2319400078a8dad,10 單元 ETF 必修攻略，全球投資教戰守則！,"不僅僅帶你了解投資 ETF 一定要知道的事，更提供進階循環教學，讓你實際運用在策略中
。內容涵蓋大量 ETF 比較實例，是你最實用、必須收藏的 ETF 課程！搭配 M 平方自行開發、免費的工具 − ETF 專區，幫助你增加實務的練習。最後，不只提供完整簡報講義，還有精華筆記電子書！",MacroMicro 財經M平方,「MacroMicro 財經M平方」致力於整合全球總經數據、協助投資人運用經濟指標找到投資方向！創辦人 Rachel 帶領整體研究團隊，專注研究各大商品基本面與景氣循環動向，讓人人都可以重視基本面，為自己的投資負責！,21449,183
A100,615ed3cd98e8830007154cf5,打開你的日文話匣子！有說有效的話題聊天術,"① 以「聊天話題」為主軸貫穿本堂課，網羅各種常用話題，將自然又貼切的口語會話轉為日文，讓對話更加到味。從生硬的教科書日文畢業，讓日文等級 Level up！
② 口語會話中，涵蓋了 提問跟回應他人的方式／日本腔的小撇步／習慣的表達方式等。學會這些內容，變身日本腔，讓講話方式更像日本人！
③ 可愛插圖配上接地氣的對話內容，讓學習有趣不枯燥！",Yuna 日本語(楊筠),可愛學日文！期許用有趣、創意的課程內容、加上自創親繪的人物角色，帶領大家進入日文的世界，激發持續接觸的熱情與慾望，享受過程、加速成效！,30201,369
A101,6136dab709aeb400075c6a58,窺探奇美典藏：從名畫探索色彩奧秘,奇美博物館獨家美學課，帶你揭開名畫背後的祕密、體驗修復畫作的樂趣，透過有趣的故事與補色實作，提升色彩感知能力、開啟看畫全新視角！,奇美博物館,奇美博物館擁有全台最美的西洋古典建築外觀，最豐富的西洋繪畫雕塑，世界第一的提琴蒐藏，全球首創的管弦樂團展覽，世界古兵器與動物標本大集合！,10650,439
A102,611f7d91bd122100071f2926,可愛先決！跟著叮咚拍出日雜般的家庭寫真,"把日常拍成日雜，手機相機都可以！
以「家」為拍攝的出發點，透過一系列淺顯易懂的技巧與訪談分享，讓你對攝影重新燃起熱情，把攝影技巧簡化回到內心，場景拉回家裡。
想教你感知，教你拍下獨一無二的瞬間，教你將與家人一起的生活，拍成日雜感十足的紀念。",DingDong│叮咚,"Dingdong Lee
攝影師
擅長在生活時光中自然擷取，為平凡的日常拍下充滿柔軟的瞬間！


商業作品拍攝過Sony、Whiplë、全聯福利中心、台灣高鐵、雅虎購物中心、綠藤生機、老爺酒店等品牌，並為Sony RX100M7相機與 Xperia手機代言人。",19583,3182
A103,611f5d074b76af0007c24d7e,風格藝術 設計上線 - 用 PS、AI 做吸睛視覺設計,近幾年來，平面設計的風格越來越多元，也更加豐富有趣，更是漸漸地與生活密切結合。如果自己也能輕易的做出好看的作品，是不是也會很開心呢？本課程將綜合使用 AI 與 PS，不僅能學會軟體的工具使用來處理素材元素，還能認識近幾年來流行的平面設計風格，透過構圖方法和配色原理、美感法則、排版原則、標準字設計等設計概念，協助製作出好看的作品。最後加上完稿知識，讓數位的作品也有機會印製出來。課程中提供多種設計師常用的設計素材網站，學習時能有豐富的資源在手，是一個能從無到有，從基礎到專業的課程。,電腦技能基金會,"電腦技能基金會(CSF)深耕認證領域三十年，發展各項能力認證，已成為全國最大、最具公信力的認證機構，扮演銜接學校學習及職場實務應用的重要角色，同時用以協助政府與企業電子化創新應用，推廣及培育社會大眾資訊、網路及無線通訊應用能力，提升國家整體競爭力為宗旨。推動以「務實致用」為核心理念。目前國內已有500家大專校院及高中職建教合作、擁有150家授權訓練中心，服務網絡廣佈全國。

🔊更多資訊請見ＣＳＦ網站：https://www.csf.org.tw/main/index.asp",32337,1259
A104,61161afbbeafad00060b4503,高質感 PPT 設計：不用 PS、AI 的設計指南,好的設計，並不一定需要 PS、AI 等專業的設計軟體。只要具備足夠的美感和設計意識，你也能用最樸素的軟體 （PowerPoint），做最高級的設計！,Allan,"我是「簡報初學者」的創辦人Allan，同時也是中國的視覺設計團隊AbleSlide的內容總監，
為騰訊、阿里巴巴、字節跳動、愛奇藝等知名企業打造大型發表會的視覺設計。

我認為「做設計」對所有人來說並非遙不可及，只要能懂點基本的設計概念，搭配最熟悉、也最容易上手的 PPT，任何人都能做出高質感的設計作品。",21425,1820
A105,61056b63d46a000007a46af7,風格型塑學 打造你的衣櫥系統,"本課程宗旨為在瞭解服裝市場架構與運作下，引導學員評估自己的衣櫥空間與喜好，精準購買與淘汰衣服，大幅減少購買及丟棄的金錢及時間成本。
課程中包含理論到實際操作架構系統，藉以實踐自己的衣櫥架構，創建出屬於自己的時尚風格衣櫥系統。",Zion Hu,"Hi～我是Zion Hu
來自台灣台北市，服裝本科系出生，但念的卻是時尚媒傳。
因為在大學修了4年必修的時尚商業學分，因此對「商業視角來理解時尚」這件事情有相當大的興趣和著迷。再加上工作上的訓練，讓我堅信唯有理解商業市場，你才能真正的「瞭解流行時尚的運作」，最後才能精準挑選「屬於自己對的產品」。

🟢 致力於推廣理性與感性兼具理解「時尚產業中的流行商業市場操作」，進而到與我們生活中息息相關的選購衣物，再延伸到個人對於衣櫥及穿搭管理。

🟢 目前有撰寫個人知識專欄。
第一彈專欄【風格型塑寶典】連結：https://bit.ly/3yiuFjY
推廣從「商業的視角」來理解流行市場上的商品以及自身的選擇搭配技巧。

第二彈專欄【時裝秀的商業分界】連結：https://reurl.cc/GEdNlp
推廣「邏輯分析解讀」及「商業視角」來理解時裝秀到門市實際販售商品的整個過程，讓你不再覺得時尚很難懂，可以從正確知識且有邏輯理解時裝秀到實際商品販售過程的一切。讓你更有觀念理解商品和挑選商品。

第三彈專欄【時尚界的英文白話文】連結：https://reurl.cc/7pqojd
實戰練習時尚界裡的英文單字、片語及時尚趨勢解讀技巧。讓你看外文時尚趨勢網站和網購網站不再傻眼頭痛。

🟢 個人一頁式網站：https://msha.ke/zionhu0213/

🟢 我們希望能解決品牌端與顧客端的溝通落差及認知落差。讓每個人能擁有基礎的時尚產業與服裝的相關知識，能擁有一套系統能自我覺察及判斷選購及搭配商品，不再被廣告及他人慫恿，舒適自由地打造屬於自己的獨特風格。

🟢 曾在知名平價服裝品牌擔任過男裝流行趨勢預測分析師。
操作過數季趨勢預測，幫助品牌在市場上能找到未來的具有競爭力的流行元素商品開發。
看過上百支品牌，數萬至數十萬款商品的市場經驗，幾乎各種奇葩的衣服都看過。
範圍從男裝、童裝、嬰幼童裝、家居服和運動裝的全品項產品市場預測分析，知曉所有商品的Know-How及流行重點。

🟢 對時尚資訊及服裝市場動態有著敏銳的反應，喜歡研究及分析市場動態。

🟢 而後也擔任男裝趨勢分析講師，負責全台150間店的店長與副店長教育進修課程，加強對商品與趨勢的知識力，讓正副店長更瞭解如何把商品推廣給消費者選購。

🟢 曾擔任精品視覺陳列，經歷更換展間的陳列，以及季節櫥窗更換。另外還有經歷新品發表記者會展場陳列、特殊活動快閃店陳列及內部教育訓練等相關工作。

",15352,108
A106,60ed03af6317ea000682d938,零基礎學程式交易:MultiCharts基本語法撰寫,零基礎也能學會程式交易！本課程教你如何運用 MultiCharts 解決投資困擾，從最基礎的程式語法認識到撰寫出策略，就讓人氣講師 Qoo 帶你進入程式交易世界，建構出專屬於你的投資組合。,課霸Classbar,「課霸ClassBar」，提供您投資交易的課程與活動，包括股票、期貨、選擇權、外匯、與加密貨幣等。想要輕鬆投資創造財富自由不是夢！,6479,65
A107,60e7f0598036260006b71683,主理人思維：服飾品牌創業入門課,"準心設計工作室 專業協助潮流、以及各個領域的品牌主理人，建立專業理性的創業家思維！
藉由 流行趨勢分析/ 建立品牌定位/ 服飾面料與工藝介紹/ 行銷與銷售活動 的課程學習，個人團隊也能打造優秀的服飾品牌_
",67arrow,"【準心設計工作室】 『.67ARROW』自創潮流品牌，結合軍事元素與時事議題，自2017年起，深耕於街舞市場。         
『A980_日服四甲』團隊，專營 “潮流品牌“ 與 ”街頭服飾” 代工製作及設計，不僅是客戶的廠商，也是品牌的創業夥伴！
『精而準、準而精，堅持自己的步伐與信念，才能深植人心。』",17216,140
A108,60a1cf0ea479bf08e4f5991b,職場英文大補帖｜必勝簡報方程式,擁有 Google、IBM、台積電企業培訓經驗的 Clarence 老師發現，英文簡報讓職場人頭疼的地方不外乎不清楚英文簡報架構、不知如何流暢表達、不熟悉簡報專業句型。這堂課由有 20 年英文簡報教學功力 Clarence 講授，讓你用一堂課時間完整掌握英文簡報精髓，從成功的簡報開始擴大職場影響力！,CLN｜Corporate Language Network,CLN 致力於引領企業用外語佈局全球、教導學員以外語提升競爭力，讓客戶自在使用外語的同時，亦深刻體會外語豐富其生命的美好。服務項目包含企業英文培訓、主題課程、專案口筆譯等。,7585,341
A109,607ceae6fa76bb60e8a556c8,MultiCharts：期貨新手懶人投資術,本課程主要以期貨商品為主，並且使用 MultiCharts 來作教學，建立一套簡單實用的懶人投資術，課程會先從基本的期貨知識以及認識期貨風險來做介紹，再領導學員如何利用軟體應對市場，最後透過實際演練及作業範例應用後，幫助你逐步找到合適自己的投資方法。,課霸Classbar,「課霸ClassBar」，提供您投資交易的課程與活動，包括股票、期貨、選擇權、外匯、與加密貨幣等。想要輕鬆投資創造財富自由不是夢！,38474,114
A110,606ff4b0a6637b8d894f9cc4,你的文字接案計畫｜迅速入門，幫自己加薪,"《你的文字接案計畫》是一套文字工作者的接案指南，你在課程中，將會得到一整套接案流程教學，讓你的接案潛能無限發揮！
",Minz 鄭閔之,"一個用故事創造自由與夢想工作給自己的人。
接案五年的文字工作者、小說家、遊戲編劇。
經營網站「自由接案研究社」，致力於分享把專業能力、創作作品推廣出去的方法，希望藉此讓大家都更知道怎麼談案子、怎麼把專業能力變現，期盼讓接案市場越來越好、讓大家的才能都閃閃發光。",16089,162
A111,6059aee039f2512548c187c6,Notion 實戰課程：打造專屬數位工作術,"從 0 開始，教你如何活用 Notion 這套生產力神器。將筆記、日記、知識庫、時間管理與專案管理做到完美整合，更會協助你建構屬於自己的工作流和數位助理，而不只是套用別人的模版。

課程以四種真實情境（知識管理、時間管理、多人團隊協作、個人作品集），走過需求分析、理論模型、功能配置與系統設計，帶你拆解並優化現有模版，打造專屬於你的數位工作術。",雷蒙三十 生活黑客,"從遠距工作、數位遊牧生活，到互聯網產品，再到傳統企業的數位轉型。2021 年開始經營一人公司，致力於分享數位工作術，提升人們的生產力效率、工作效能和生活品質。

🎙 雷蒙三十 Podcast：分享怎麼經營自己，實踐一人公司的故事。

我們的生活不該只有朝九晚五，生活還有另一種打開的方式。持續破解生活的默認模式，當個講究的生活黑客。",41452,7912
A112,603fa506e478f462b940196c,動物插畫百變術：活用筆刷創造個人風格,上完這堂課就可以簡單利用 Procreate 軟體的各種筆刷，將喜歡的動物或自己的毛小孩畫出具有個人特色的手繪風格，並應用在各種地方！,許雲 HsuYun,一個愛畫畫的普通人。討厭打草稿，也不喜歡照規矩來，如果在現實裡我們只能認命臣服，希望能在畫裡得到自由。,10935,88
A113,601a16b44771dcb818edc20f,職場考場都必用！全方位的情境寫作術！,「英文寫作經典指南：10 個流暢俐落的必備法則」的系列進階課程，從職場文件、商務書信、考試作文、廣告文宣等實用情境切入，帶領同學掌握情境寫作要點，跳脫背模板、套公式的寫作方式，讓寫出來的英文能在職場或考場上發揮效用。,Sonny Chen,"專職的語言訓練講師及翻譯工作者，致力於將語言學習操作化，以輕鬆有趣的方式提升同學的英文能力，同時也是美國 UCLA 訪問學者、師大翻譯研究所博士、台灣浩語文中心寫作講師、創譯語言顧問公司首席筆譯、專業中英口譯。投身英語及翻譯教學近十年，開設過 10 種以上的語言訓練課程，包含：全方位中譯英培訓、全方位英語寫作、商務英語書信力、小說閱讀與創意寫作、翻譯研究所考試訓練專班⋯等，指導超過 3000 名學生、批改超過 3500 篇英文作文。

2020 年出版著作《愛情的 52 種面貌：西洋經典情詩選》推廣中英閱讀及翻譯文學，2018、19 年與師大翻譯所師生合著《中英筆譯》、《英中新聞筆譯》教科書，並譯有《英文寫作聖經》、《未竟之路》、《愛與戰爭的日日夜夜》、《吻的文化史》、《錯置臺北城》等十餘本譯作。",13260,900
A114,6014e3a6910e49742061f87e,擁抱山的知識：給登山者的十堂必修課,這是一堂登山知識的系統性課程，希望藉讓大家培養更健全的基礎登山能力，以及友善環境的登山觀念。,秘密基地戶外工作室,秘密基地戶外工作室始於 2013 年，活動內容包括登山、溯溪、海外健行，此外也能針對不同需求客製行程。我們以大學登山社的風格，帶領大家踏入山林，由指導員引導學習炊事、營地建設、登山安全等戶外技能。秘密基地的行程不追求快速登頂，而是以悠緩的節奏，使隊員能更深刻體會登山時的身體感，拓展不同的觀點與未曾想像過的視野，真正認識台灣這座孕育我們的群山之島。無論你是初入山林的新手，或是已有登山經驗的老鳥，都歡迎加入我們的行列，一起上山吧！,17785,1277
A115,5ff2a7d52a0eb0da5d2c898d,漢克，我想跟你學畫畫：油性粉彩小筆記,"如果手繪的步調曾經讓你緊張，那麼油性粉彩或許可以喚醒你隨性畫畫的樂趣！用童趣筆觸的油性粉彩，配上色鉛筆的細節描繪，從路邊的花草、牆上的花圈等等身邊的事物出發，一起畫下大大小小的插畫！
",郭漢克,是一個兩隻貓三個人的工作室小插畫家，為了養活貓主子努力畫畫中！,19369,882
A116,5f59ff38f24eac1485f8097f,掌握關鍵數據，黃金、原油投資高勝率全攻略,黃金與原油，一直是市場最受矚目的兩項投資商品！油價變動反應通膨，影響聯準會決策，進而牽動全球資本市場的行情 ; 而黃金保值、稀少等優勢，亦使它在歷史上一直保有商品及貨幣的特殊雙重地位。,MacroMicro 財經M平方,「MacroMicro 財經M平方」致力於整合全球總經數據、協助投資人運用經濟指標找到投資方向！創辦人 Rachel 帶領整體研究團隊，專注研究各大商品基本面與景氣循環動向，讓人人都可以重視基本面，為自己的投資負責！,7100,141
A117,5f5610dff24eac2c7cf2ea56,品牌包裝設計學：從包裝建立最佳使用體驗,"包裝，並不單純只有保護商品的功能而已，更重要的是它擔任了「品牌溝通」的重要角色。

好的包裝設計，能在很短的時間裡讓消費者知道，它是一個什麼樣的商品，來自於什麼樣的品牌。我們甚至可以透過一個好的「包裝體驗」帶給消費者愉悅的商品使用感受，進一步的提升對於品牌的「好感」及「信賴感！」",Leo Huang,熱愛分享、主要專注在「品牌規劃」與「品牌溝通」的領域當中，擅長以「品牌思考」的方式延伸到所有的設計服務。,13750,418
A118,5f509b49acc651cfb803f0a1,鄧惠文的關係心理學：親子篇,鄧惠文醫師重新梳理心理學概念，為你詳述五個影響一生的心理素質，並帶領你看見孩子問題背後的需要，用更包容、更成熟的方式，跟孩子一起成長。,親子天下,親子天下起源於雜誌媒體和書籍出版，進而擴大成為華文圈影響力最大的教育教養品牌，也是最值得信賴的親子社群平台。 ,6696,116
A119,5ef05715775deaab32e684ba,6五3的書法設計課：跳脫字帖的書寫自由式,這堂與眾不同的書法課，將打破大眾對書法課的想像，透過簡單的線條，帶你跨越書法的第一道門檻。,653studio,我是Ｗini，2016年成立了6五3書法設計工作室，開始了一場書法社會實驗與實踐！,7679,1763
A120,5eda07470a10820918a5bc87,Python 進階課程：觀念、語法、專案、爬蟲,龐大的程式領域中，要自己有效地提升程式能力不容易，本課程將帶領只會基礎程式的同學，延伸精進對寫程式的了解與能力。,Allen 劉曣全,"畢業於美國 UCSD Computer Science 電腦科學系。7年以來，我致力於結合金融與科技，擁有豐富的國內外股票、期貨、選擇權交易經驗、與程式交易的開發與研究。此外，我熱衷於教學，曾開設實體班教學寫程式，並製作『Python - 輕鬆學會寫程式』於美國線上課程平台成為暢銷課程且廣受好評。

Python - 基礎課程：
https://bit.ly/2F2VNdi

Python - 進階課程：
https://hahow.in/cr/python-advanced

金融市場 x 程式交易：
https://hahow.in/cr/algotrading",133855,855
A121,5ecf53d6f52bb4f02c4eab50,一週間實驗室：找到個人插畫風格的電繪實作課！,"你是不是常常苦惱於不知道如何畫出自己獨特的風格呢？
在一週間實驗室裡，跟著觀測員 Barry & Feeling 
透過風格元素週期課表 x 風格練習題
一起培養出自己的插畫風格吧！",插畫觀測室,是一個介紹插畫大小事的影片頻道，由兩位插畫家Barry 與Feeling 所組成。,18043,452
A122,5eb520a88e965359dd562d98,為什麼你的影音內容，OTT 平台不買單？,此課程將首度由 OTT 影音串流平台方現身說法，帶領學員瞭解他們的需求及內容評估方式，期望能幫助內容製作方，輕鬆地和平台打交道！,壹間學校,壹間學校由影視工作者 Yvonne 創辦，Yvonne 參與超過 50 部電影行銷，並曾於樂視影業擔任市場管理部總經理，協助其建立數據管理內容體系，完成一年發行 10 部影片步步破億的成績。期待透過壹間學校，將多年來系統化和數據化的創意管理經驗與所有內容工作者分享。,10273,66
A123,5eb0ce6f94c64edd52ba572b,一生必學的圍棋課—入門變達人,讓深度學習變得更好玩，循序漸進的課程內容及遊戲闖關，最適合圍棋初學者想晉級的圍棋課，現在就進入魔法圍棋的世界吧！,潘寧,橫跨圍棋教學與音樂領域的斜槓青年。,12162,685
A124,5e9e7c78735b0146e5cbae8b,產品 x 創新：從需求洞察到產品策略,為什麼最先做出 Netflix 的是 Netflix 而不是其他影視公司？Lego 又怎麼從瀕臨破產起死回生？「創新」是其中的關鍵。這堂課將從產品、使用者、市場三個角度談創新，讓你看懂市場與使用者，找到更好的產品定位。,Cindy Tsui,"本名崔德昕，台大電機背景，使用者研究員起家，走到矽谷創業之路。
從大企業的產品與流程創新，到處理產品成長停滯問題，以及從 0 到 1 找出市場缺口做出一個新產品都有豐富的實務經驗。

【 Fun Facts 】
- 熱愛滑雪，有雙板滑雪教練證照
- 不務正業，台大電機肄業走上創新創業之路
- 行星女孩，名字被拿來命名編號 25047 的小行星",28479,370
A125,5e46b7f85b02f600245ade9b,動盪時代的資產配置：王伯達人生財務規劃學,學習資產配置，提升達到財務規劃目標的機率。掌握不同人生階段的優勢與財務工具，打造最適合你的資產配置組合，在動盪時代也能達成財務目標。,王伯達,"企業投資與策略顧問
經營財經自媒體《王伯達觀點》，著有《民國100年大泡沫》、《美元圈套》、《再見，世界工廠》等書。",21627,2523
